name,name_ta,type,subtype,ward_no,lon,lat
['Seethapathy Nagar 2rd Cross Street'],,road,['residential'],179.0,80.2269654,12.9811883
['Seethapathy Nagar 3rd Cross Street'],,road,['residential'],179.0,80.2273698,12.9807423
['Seethapathy Nagar Extn'],,road,['residential'],179.0,80.2263689,12.9801177
['Selvi Street'],,road,['residential'],179.0,80.2261238,12.982821
['Sembada Street'],,road,['residential'],142.0,80.2198991,13.0231959
['Sengazhaniamman Koil Street'],,road,['residential'],169.0,80.2007059,12.971742
['Service Road' 'Tansi Nagar 7 th street'],,road,['residential'],179.0,80.2228785,12.9771439
['Service Road'],,road,['residential'],179.0,80.2254874,12.9787481
['Seshachala Mudali Street'],,road,['residential'],142.0,80.2275641,13.0237698
['SevaNagar 1st street'],,road,['residential'],179.0,80.229848,12.9868492
['SevaNagar 2nd Street'],,road,['residential'],179.0,80.2290165,12.9861315
['SevaNagar 3rd Street'],,road,['residential'],179.0,80.2290598,12.9865243
['SevaNagar 4th Street'],,road,['residential'],179.0,80.2282384,12.986924
['Shanti 1st Cross Street'],,road,['residential'],179.0,80.2284399,12.9833674
['Shanti 2n Street' 'Dhandapani Street'],,road,['residential'],179.0,80.2286885,12.9833175
['Shanti 2n Street'],,road,['residential'],179.0,80.2291084,12.9830648
['Shanti Avenue'],,road,['residential'],181.0,80.2581677,12.9907288
['Shanti Nagar'],,road,['residential'],182.0,80.2550328,12.9810931
['Shanti Street'],,road,['residential'],179.0,80.2276677,12.9830248
['Shastri Nagar 11th Cross Street'],,road,['residential'],176.0,80.2610038,13.000993
['Shastri Nagar 12th Cross Street'],,road,['residential'],176.0,80.2600669,12.9984262
['Shastri Nagar 14th Cross Street' 'Shastri Nagar 13th Cross Street'],,road,['residential'],176.0,80.2618405,13.0001195
['Shastri Nagar 1st Avenue'],,road,['tertiary'],176.0,80.256538,13.0012315
['Shastri Nagar 1st Cross Street'],,road,['residential'],176.0,80.2577361,12.9980849
['Shastri Nagar 7th Cross Street'],,road,['residential'],176.0,80.2607743,12.9989849
['Shastri Nagar1st Main Road'],,road,['tertiary'],176.0,80.259343,12.996973
['Shastri Street'],,road,['residential'],171.0,80.2269157,13.0279203
['Sheshadri Puram 1st Cross Road'],,road,['residential'],179.0,80.2298601,12.9804994
['Sheshadri Puram 1st Main Road'],,road,['residential'],179.0,80.2298445,12.9792227
['Sheshadri Puram 1st Main Road;baby nagar to perungudi railway station road'],,road,['residential'],179.0,80.2303171,12.9792234
['Sheshadri Puram 2nd Cross Road'],,road,['residential'],179.0,80.2303574,12.9800576
['Sheshadri Puram 3rd Cross Road'],,road,['residential'],179.0,80.2310309,12.9796623
['SivaSakthi Street'],,road,['residential'],179.0,80.2271717,12.97607
['Sivagamipuram 1st Street' 'TM Maistry Street Extension'],,road,['residential'],181.0,80.2609782,12.9949297
['Sivagamipuram 1st Street'],,road,['residential'],181.0,80.2586894,12.9949579
['Sivaprakash Nagar 2nd Street'],,road,['residential'],169.0,80.2059658,12.9730097
['Sivaprakash Nagar First Street'],,road,['residential'],169.0,80.2077555,12.9717807
['Sivaraman Street'],,road,['residential'],169.0,80.2090576,12.9668061
['Sivasundar 1st Avenue'],,road,['residential'],181.0,80.2572904,12.9893602
['Sivasundar 2nd Avenue'],,road,['residential'],181.0,80.2580961,12.9892374
['Solaiappan Street'],,road,['residential'],169.0,80.1918418,12.9735229
['Somasundaram Street'],,road,['residential'],174.0,80.2191194,12.9911411
['Sony Nagar 1st Street'],,road,['residential'],179.0,80.2281449,12.9858832
['Sony Nagar 2nd Street'],,road,['residential'],179.0,80.227568,12.9864925
['Sony Nagar 3rd Street'],,road,['residential'],179.0,80.2282384,12.986924
['Soodiammanpet Street'],,road,['residential'],171.0,80.2251976,13.0258654
['Soundareswarar koil street'],,road,['living_street'],142.0,80.2211288,13.0212534
['South Avenue' 'East Mada Street'],,road,['residential'],171.0,80.2307053,13.0120072
['South Avenue'],,road,['residential'],182.0,80.2573004,12.9814236
['South Avenue'],,road,['residential'],171.0,80.2269708,13.0125999
['South Beach Avenue'],,road,['residential'],173.0,80.2701701,13.0178809
['South Canal Bank Road'],,road,['tertiary'],173.0,80.2681828,13.025065
['South Canal Bank Road'],,road,['tertiary'],,80.2674551,13.0252893
['South Kesawapuram Street'],,road,['residential'],173.0,80.2528288,13.0200482
['South Lock Street'],,road,['residential'],172.0,80.2480322,13.0152894
['South Mada Street'],,road,['residential'],171.0,80.2293969,13.0132614
['South Mada Street'],,road,['tertiary'],182.0,80.2613055,12.9828879
['South Street'],,road,['residential'],177.0,80.2165459,12.9856943
['South Street'],,road,['residential'],182.0,80.257926,12.9767599
['South Usman Road'],,road,['secondary'],,80.2306143,13.0317148
['Sozhamannan Street'],,road,['residential'],180.0,80.2426773,12.979104
['Sreedharan Road'],,road,['residential'],169.0,80.1986019,12.9686503
['Sri Devi Karumari Amman Nagar 3rd Street'],,road,['residential'],178.0,80.2156541,12.9756724
['Sri Devi Karumari Amman Nagar 4th Street'],,road,['residential'],178.0,80.2171068,12.9757663
['Sri Devi Karumari Amman Nagar 5th Street'],,road,['residential'],178.0,80.2155805,12.9760869
['Sri Devi Karumari Amman Nagar 6th Street'],,road,['residential'],178.0,80.2162909,12.9761855
['Sri Devi Karumari Amman Nagar 7th Street'],,road,['residential'],178.0,80.2170377,12.9765375
['Sri Devi Karumari Amman Nagar 8th Street'],,road,['residential'],178.0,80.2170782,12.9761651
"['Sri Devi Karumari Amman Nagar Avenue'
 'Sri Devi Karumari Amman Nagar 1st Street']",,road,['residential'],178.0,80.2157052,12.9769768
['Sri Devi Karumari Amman Nagar Avenue'],,road,['residential'],178.0,80.2162909,12.9761855
['Sringeri Mutt Road'],,road,['tertiary'],173.0,80.2592144,13.0245398
['Sringeri Mutt Road'],,road,['tertiary'],,80.2597488,13.0255094
['Srinivasa Nagar Main Road'],,road,['residential'],182.0,80.2604956,12.9751518
['Srinivasa Road'],,road,['tertiary'],173.0,80.259261,13.0222409
['Srinivasamurthy Avenue'],,road,['residential'],175.0,80.2551388,13.0054389
['Srinivasan Street'],,road,['residential'],168.0,80.1948711,12.9789776
['Srinivasapuram Road'],,road,['residential'],169.0,80.2118594,12.9690386
['Sriram Nagar 1st Street'],,road,['residential'],181.0,80.2597435,12.9911807
['Sriram Nagar Main Road'],,road,['residential'],172.0,80.2434344,13.0059416
['Sriram Nagar Main Road'],,road,['residential'],174.0,80.2429108,13.0038536
['Sriram Nagar Main Road'],,road,['residential'],181.0,80.2583102,12.9918014
['State Bank Colony Road'],,road,['residential'],176.0,80.263329,12.9986428
['Street in Tansi Nagar (anna nagar) Velachery'],,road,['residential'],179.0,80.2250848,12.9748448
['Subbu Street'],,road,['residential'],181.0,80.2570499,12.9962485
['Subramania Mundali Street'],,road,['residential'],142.0,80.2221685,13.0234675
['Subramania Swamy Koil Street'],,road,['residential'],142.0,80.2202764,13.0244427
['Subramaniya Avenue'],,road,['residential'],182.0,80.2609488,12.9799742
['Subramaniya Salai'],,road,['residential'],142.0,80.2176392,13.0251711
['Subramaniyan Street'],,road,['residential'],169.0,80.2117899,12.9672438
['Subramaniyan Street'],,road,['residential'],179.0,80.2288415,12.985075
['Sun Street'],,road,['living_street'],174.0,80.2113151,13.0019711
['Surya Nagar Street'],,road,['residential'],171.0,80.2376094,13.0195844
['Surya Nagar'],,road,['residential'],172.0,80.23907,13.0192192
['Surya Nagar'],,road,['residential'],171.0,80.2380561,13.0200279
['T. R. Balu Street'],,road,['residential'],169.0,80.2029516,12.9741991
['TK Kapali Street'],,road,['residential'],180.0,80.2431909,12.9821368
['TM Maistry Street'],,road,['residential'],181.0,80.261862,12.9957863
['TMM Lane'],,road,['residential'],181.0,80.2622464,12.9953249
['TNHB Colony 1st Avenue'],,road,['residential'],177.0,80.2116462,12.9925213
['TNHB Colony 1st Main Road'],,road,['residential'],177.0,80.2146595,12.9892626
['TNHB Colony 2nd Main Road'],,road,['residential'],177.0,80.2127262,12.9917476
['TNHB Colony 3rd Avenue'],,road,['residential'],177.0,80.2125424,12.9909922
['TNHB Colony 4th Avenue'],,road,['residential'],177.0,80.2134067,12.9895556
['TNHB Colony 4th Main Road'],,road,['residential'],177.0,80.2102581,12.9920149
['TNHB Colony 7th Street'],,road,['residential'],177.0,80.2142763,12.9893444
['TNHB Colony 8th Street'],,road,['residential'],177.0,80.2128799,12.9908995
['TNHB Colony 99th Lane'],,road,['residential'],177.0,80.2151131,12.9897222
['TNHB Main Road'],,road,['tertiary'],177.0,80.2142763,12.9893444
['TP Scheme Road'],,road,['residential'],173.0,80.2648611,13.0221723
['TVK Koil 1st Street'],,road,['residential'],182.0,80.259753,12.9805267
['TVK Koil 3rd Street Ext'],,road,['residential'],182.0,80.2603387,12.9779408
['TVK Koil Street'],,road,['residential'],182.0,80.2595766,12.9806993
['Taluk Office Road'],,road,['primary'],171.0,80.2261115,13.0147139
['Tamirabarani Street'],,road,['residential'],180.0,80.2345736,12.9826536
['Tamirabarani Street'],,road,['residential'],179.0,80.2342419,12.9814057
['Tank Square Street'],,road,['residential'],142.0,80.2211724,13.0242763
['Tansi Nagar 10th Street'],,road,['residential'],179.0,80.225402,12.9769774
['Tansi Nagar 11th Street'],,road,['residential'],179.0,80.2257645,12.9775591
['Tansi Nagar 12th Street'],,road,['residential'],179.0,80.2263206,12.9768112
['Tansi Nagar 13 th street'],,road,['residential'],179.0,80.2276749,12.9776691
['Tansi Nagar 14th Street' 'Varatharajapuram'],,road,['residential'],179.0,80.2242286,12.9769618
['Tansi Nagar 14th Street'],,road,['residential'],179.0,80.224884,12.9769811
['Tansi Nagar 15 th street'],,road,['residential'],179.0,80.2257223,12.9783687
['Tansi Nagar 15th Street'],,road,['residential'],179.0,80.2245527,12.9777814
['Tansi Nagar 16th Street'],,road,['residential'],179.0,80.225087,12.9769877
['Tansi Nagar 17th street'],,road,['residential'],179.0,80.2237428,12.9760192
['Tansi Nagar 19th Street'],,road,['residential'],179.0,80.2250735,12.9745014
['Tansi Nagar 1st Street'],,road,['residential'],179.0,80.222636,12.9784732
['Tansi Nagar 20th Street'],,road,['residential'],179.0,80.2257467,12.9766018
['Tansi Nagar 2nd Street'],,road,['residential'],179.0,80.223144,12.9772234
['Tansi Nagar 3rd street'],,road,['residential'],179.0,80.2235307,12.9774565
['Tansi Nagar 4th Street'],,road,['residential'],179.0,80.2235055,12.9781336
['Tansi Nagar 5th Street'],,road,['residential'],179.0,80.2239033,12.9778204
['Tansi Nagar 6th Street'],,road,['residential'],179.0,80.2248509,12.9788483
['Tansi Nagar 8th Street'],,road,['residential'],179.0,80.2249966,12.9774734
['Tansi Nagar 9th Street'],,road,['residential'],179.0,80.2253446,12.9777619
['Taramani Link Road'],,road,['primary'],179.0,80.2220667,12.9765503
['Taramani Link Road'],,road,['primary'],180.0,80.2433569,12.9812969
['Taramani Link Road'],,road,['primary'],,80.2526948,12.9799183
['Taramani MRTS Station Road'],,road,['tertiary'],,80.243311,12.9786412
['Taramani Road'],,road,['tertiary'],180.0,80.2475035,12.9862977
['Taramani Station Road'],,road,['residential'],180.0,80.2417627,12.9788785
['Teachers Colony'],,road,['residential'],172.0,80.2476351,13.0136628
['Teachers Colony'],,road,['residential'],175.0,80.251583,13.0008314
['Telungu Brahmin Street'],,road,['residential'],178.0,80.2218989,12.9827629
['Temple Avenue'],,road,['residential'],171.0,80.2311805,13.013691
['Thandavarayan Street'],,road,['tertiary'],173.0,80.2684538,13.0185056
['Theradi Street'],,road,['residential'],179.0,80.2233612,12.985474
['Thiru Vi Ka Bridge' 'Durgabai Deshmukh Road'],,road,['primary'],173.0,80.2591725,13.0147153
['Thiru Vi Ka Street'],,road,['residential'],177.0,80.2156863,12.9916869
['ThiruVedi Amman Koil Street'],,road,['residential'],179.0,80.227636,12.9854589
['Thirumekarai Street'],,road,['residential'],179.0,80.224664,12.9855915
['Thirumurugan Street'],,road,['residential'],181.0,80.268251,12.9893828
['Thirumurugan Street'],,road,['residential'],177.0,80.2112736,12.995644
['Thiruvallur Street' 'New Colony 3rd Main Road'],,road,['tertiary'],179.0,80.2331029,12.9829749
['Thiruvallur Street'],,road,['residential'],179.0,80.227689,12.9769046
['Thiruvallur Street'],,road,['tertiary'],180.0,80.2367182,12.9828307
['Thiruvalluvar Road'],,road,['primary'],181.0,80.2596279,12.9873557
['Thiruvalluvar Road'],,road,['primary'],182.0,80.2564266,12.9876354
['Thiruvalluvar Road'],,road,['primary'],180.0,80.2557785,12.9876994
['Thiruvalluvar Salai'],,road,['primary'],182.0,80.2566692,12.9875177
['Thiruvalluvar Salai'],,road,['primary'],180.0,80.255758,12.9875915
['Thiruvalluvar Street' 'Sathyanarayanan Street'],,road,['residential'],168.0,80.1956429,12.9771886
['Thiruvalluvar Street'],,road,['residential'],,80.2216434,13.0274489
['Thiruvalluvar Street'],,road,['residential'],142.0,80.2185523,13.0274767
['Thiruvalluvar Street'],,road,['residential'],180.0,80.2408352,12.9800839
['Thiruvalluvar Street'],,road,['residential'],179.0,80.2295686,12.9847515
['Thiruvalluvar Street'],,road,['residential'],168.0,80.1943704,12.9771706
['Thiruvanmiyur Kuppam Beach Road'],,road,['residential'],181.0,80.2671256,12.9836859
['Thiruvanmiyur Kuppam Beach Road'],,road,['residential'],182.0,80.267233,12.9835777
['Thiruveethi Amman Koil Street'],,road,['residential'],,80.2597488,13.0255094
['Thiruvengadam Street Ext'],,road,['residential'],173.0,80.2635021,13.0235873
['Thiruvengadam Street'],,road,['residential'],173.0,80.2644376,13.0241481
['Thiruvengadam Street'],,road,['residential'],,80.2624676,13.0245526
['Tiger Varadachari Road'],,road,['residential'],181.0,80.2674435,12.9932028
['Tiruvalluvar Nagar 1st Avenue'],,road,['residential'],182.0,80.2614606,12.9774959
['Tiruvalluvar Nagar 1st Street'],,road,['residential'],172.0,80.2458207,13.017584
['Tiruvalluvar Nagar 2nd Avenue'],,road,['tertiary'],182.0,80.2617658,12.9828731
['Tiruvengadam Street'],,road,['residential'],175.0,80.256724,13.0047918
['Todhunter Nagar 2nd Cross Road'],,road,['residential'],171.0,80.2340676,13.0192976
['Towards Adayar' 'Anna Salai (Mount Road)'],,road,['primary'],170.0,80.2248824,13.0151863
['Towards Adayar'],,road,['primary'],171.0,80.2257614,13.0153162
['Tulukanathamman Street'],,road,['residential'],172.0,80.2445147,13.0155072
['U turn in Guindy'],,road,['primary'],170.0,80.2210838,13.012363
['U turn in Guindy'],,road,['primary'],171.0,80.2212686,13.0122289
['Udhayam Nagar 1st Cross Road'],,road,['residential'],179.0,80.23251,12.9788821
['Udhayam Nagar 1st Main Road'],,road,['residential'],179.0,80.2331047,12.9786543
['Udhayam Nagar 2nd Cross Road' 'Sachidanantha Nagar Main Road'],,road,['residential'],179.0,80.2314575,12.9789098
['Udhayam Nagar 2nd Main Road'],,road,['residential'],179.0,80.2321276,12.9785951
['Udhayam Nagar 3th Main Road'],,road,['residential'],179.0,80.2321329,12.9792253
['Udhayam Nagar 4th Main Road'],,road,['residential'],179.0,80.2317676,12.9795581
['Udhayam Nagar Extension'],,road,['residential'],179.0,80.2331205,12.9790054
['Union Carbide Colony Main Road'],,road,['residential'],168.0,80.1924071,12.9737594
['Union Carbide Colony Thomas Nagar'],,road,['residential'],168.0,80.1934283,12.9738454
['Upparapalayam Street'],,road,['living_street'],172.0,80.2417355,13.0174346
['Urur Olcott Kuppam Road'],,road,['residential'],176.0,80.2701994,13.0040526
['Usha Street'],,road,['residential'],179.0,80.2280823,12.9825986
['Uturn to Adayar'],,road,['primary_link'],172.0,80.2406323,13.0068528
['V O C Street'],,road,['residential'],179.0,80.2294664,12.9769461
['V. O. C. Street'],,road,['residential'],168.0,80.1921664,12.9795192
['VGP Lane'],,road,['residential'],142.0,80.2257723,13.0232339
['VGP Road'],,road,['residential'],170.0,80.2156084,13.0201728
['VGP Selva Nagar 1st Main Road'],,road,['residential'],179.0,80.2225069,12.9711293
['VGP Selva Nagar 1st Street'],,road,['residential'],179.0,80.2198786,12.971114
['VGP Selva Nagar 2nd Main Road'],,road,['residential'],179.0,80.2198786,12.971114
['VGP Selva Nagar 2nd Street'],,road,['residential'],179.0,80.2205423,12.9716815
['VGP Selva Nagar Ext 5th Street'],,road,['residential'],179.0,80.2251352,12.9710843
['VGP Selva Nagar Extension 2nd Street'],,road,['residential'],179.0,80.2235311,12.9731723
['VGP Selva Nagar Extension 4th Street'],,road,['residential'],179.0,80.2252901,12.9726187
['VGP Selva Nagar Extension 5th Street'],,road,['residential'],179.0,80.2250348,12.9720962
['VGP Selva Nagar Extn 1st Main Road'],,road,['residential'],179.0,80.2250748,12.9741975
['VGP Selva Nagar Main Road'],,road,['residential'],179.0,80.2205423,12.9716815
['VGP avenue'],,road,['residential'],179.0,80.2273725,12.9807764
['VOC Street'],,road,['residential'],180.0,80.2375693,12.9831423
['VPG Selva Nagar Extension 1st Street'],,road,['residential'],179.0,80.2250934,12.9737606
['VPG Selva Nagar Extension 3rd Street'],,road,['residential'],179.0,80.2251309,12.9729847
['VPK Street'],,road,['residential'],177.0,80.2145361,12.9935345
['Vaaniyar Street'],,road,['residential'],142.0,80.2187135,13.0242626
['Vadhyar Subbraya mudali street'],,road,['residential'],142.0,80.2212277,13.02219
['Vaigai Street'],,road,['residential'],169.0,80.2092136,12.9692799
['Vaigai Street'],,road,['residential'],178.0,80.2176459,12.9778406
['Vaigai Street'],,road,['residential'],181.0,80.268306,12.9898764
['Vaigai Street'],,road,['residential'],180.0,80.2346882,12.981889
['Vallal Adiyamman Street'],,road,['residential'],169.0,80.2127749,12.9649287
['Vallal Kaari Street'],,road,['residential'],169.0,80.2116032,12.9660797
['Vallal Kumaran Street'],,road,['residential'],169.0,80.212854,12.9653772
['Vallalar Street Tansi Nagar 12 th street'],,road,['residential'],179.0,80.2263153,12.9764658
['Valmiki Street'],,road,['residential'],181.0,80.26006,12.989181
['Vanchinathan Street'],,road,['residential'],,80.1984615,12.9670847
['Vanchinathan Street'],,road,['residential'],179.0,80.2288698,12.9772264
['Vanchinathan Street'],,road,['residential'],169.0,80.1967395,12.967332
['Vandi Pathai Street'],,road,['residential'],170.0,80.2032754,13.0226531
['Vannanthurai street'],,road,['residential'],176.0,80.2623996,12.999286
['Varadarajapuram'],,road,['residential'],179.0,80.2223706,12.9765239
['Varasiddhi Vinayagar Koil Street'],,road,['residential'],142.0,80.219892,13.0214449
['Varatharajapuram 1st Lane'],,road,['residential'],179.0,80.2236092,12.976767
['Varatharajapuram 2nd Lane'],,road,['residential'],179.0,80.2239906,12.97678
['Varatharajapuram' 'Tansi Nagar 14th Street'],,road,['residential'],179.0,80.2242286,12.9769618
['Varatharajapuram'],,road,['residential'],179.0,80.2236092,12.976767
['Vasantha Press Road (North)'],,road,['residential'],176.0,80.2626308,13.0101966
['Vasantha Press Road (South)'],,road,['residential'],176.0,80.2622133,13.0093246
['Vasudeva Nagar Ext'],,road,['residential'],182.0,80.2573004,12.9814236
['Vasudeva Nagar'],,road,['residential'],182.0,80.2573205,12.9815702
['Vasugi street'],,road,['residential'],,80.2174717,13.027737
['Veenus Colony 3th Street'],,road,['residential'],179.0,80.2282217,12.9729592
['Veenus Colony 4th Cross'],,road,['residential'],179.0,80.2284164,12.9740534
['Veerabandiya Kattabomman Street'],,road,['residential'],174.0,80.2163069,12.9927435
['Veerapandi Street'],,road,['residential'],180.0,80.2418071,12.9810202
['Velachery Bypass Road'],,road,['primary'],174.0,80.2192915,12.9905341
['Velachery Bypass Road'],,road,['primary'],177.0,80.21784,12.9844609
['Velachery Bypass Road'],,road,['primary'],178.0,80.2188374,12.9788292
['Velachery Lower Flyover'],,road,['primary'],178.0,80.2205553,12.9751452
['Velachery MRTS Bridge'],,road,['primary'],,80.2165229,12.9647335
['Velachery MRTS'],,road,['tertiary'],179.0,80.2181293,12.9683361
['Velachery MRTS'],,road,['tertiary'],,80.2202746,12.9663471
['Velachery Main Road'],,road,['secondary'],179.0,80.2213325,12.9760873
['Velachery Main Road'],,road,['secondary'],178.0,80.2212122,12.9764607
['Velachery Main Road'],,road,['secondary'],174.0,80.2166055,12.9983616
['Velachery Road'],,road,['secondary'],171.0,80.2253737,13.0154974
['Velachery Upper Flyover'],,road,['primary'],179.0,80.2215738,12.9761809
['Velayuda Raja Street' 'Raja Street'],,road,['residential' 'living_street'],173.0,80.2652979,13.0238009
['Velayuda Raja Street'],,road,['living_street'],173.0,80.2650984,13.0239298
['Vellaiyan Road'],,road,['residential'],172.0,80.2406732,13.022478
['Vellalar Street'],,road,['residential'],179.0,80.2276476,12.9848093
['Vemballiamman Koil Street' 'Thiruvanmiyur Kuppam Beach Road'],,road,['residential'],182.0,80.2674352,12.9833592
['Vemballiamman Koil Street'],,road,['residential'],181.0,80.2686012,12.985593
['Vemballiamman Koil Street'],,road,['residential'],,80.2692863,12.9864278
['Vembuliamman Koil Street'],,road,['residential'],168.0,80.1954665,12.9801188
['Vengat Narayanan Street'],,road,['residential'],168.0,80.1954016,12.9789185
['Venkatarathnam Ext 1'],,road,['residential'],175.0,80.2493084,13.0000718
['Venkatarathnam Ext 2'],,road,['residential'],175.0,80.2507885,13.0006507
['Venkatarathnam Nagar Road'],,road,['residential'],175.0,80.2553081,13.0001857
['Venkatasamy Street'],,road,['residential'],168.0,80.1912869,12.9777069
['Venkatesa Nagar Main Road'],,road,['residential'],169.0,80.1930807,12.9726555
['Venkateswara Nagar 3rd Street'],,road,['residential'],176.0,80.2621953,13.0023556
['Venkatraman Street'],,road,['residential'],173.0,80.2594675,13.0213039
['Venu Reddy Street'],,road,['residential'],,80.2071837,13.005739
['Venu Reddy Street'],,road,['residential'],170.0,80.2070545,13.0077142
['Venus Colony 1st street'],,road,['residential'],179.0,80.2272402,12.9743328
['Venus Colony 2nd Street' 'Street in Tansi Nagar (anna nagar) Velachery'],,road,['residential'],179.0,80.2269974,12.974934
['Venus Colony 2nd Street'],,road,['residential'],179.0,80.2275733,12.9749492
['Vetenaz Hospital Road'],,road,['residential'],171.0,80.2346322,13.0238074
['Vidhya Nagar Main Road'],,road,['residential'],,80.2012774,12.9791057
['Vigneshwara Street'],,road,['residential'],174.0,80.2099779,12.9975764
['Vijay Avenue'],,road,['residential'],169.0,80.1918836,12.973816
['Vijay Avenue'],,road,['residential'],,80.1898878,12.9739081
['Vijayanagar 1st Main Road'],,road,['residential'],178.0,80.2184046,12.9758552
['Vijayanagar 2nd Main Road'],,road,['residential'],178.0,80.2151757,12.9753747
['Vinayagar Koil Street'],,road,['residential'],171.0,80.2248851,13.0120304
['Vinayagar Kovil Street'],,road,['residential'],,80.214326,13.0231391
['Vinayagar Street'],,road,['residential'],179.0,80.2296955,12.9841833
['Visaka garden'],,road,['residential'],142.0,80.2197395,13.0268822
['Visalakshi Nagar Street'],,road,['residential'],170.0,80.2027594,13.0242062
['Vishwanathan Street'],,road,['residential'],173.0,80.2580746,13.0216485
['Vivekananda Street'],,road,['residential'],179.0,80.2268903,12.9780291
['W Mada Street'],,road,['residential'],142.0,80.2165901,13.0246326
['W Mada Street'],,road,['residential'],,80.2163618,13.0229416
['Wariyar Colony'],,road,['residential'],175.0,80.2511111,13.0007827
['Water Land Drive Road'],,road,['residential'],,80.2660615,12.9732749
['Water Land Drive Road'],,road,['residential'],182.0,80.266588,12.9756412
['Water Works Road' 'SIDCO Industrial Estate South Phase Road'],,road,['secondary'],170.0,80.2058074,13.0132413
['Water Works Road'],,road,['secondary'],170.0,80.2075337,13.0129826
['West Avenue Road' 'Thiruvalluvar Road'],,road,['primary'],180.0,80.2555688,12.9877251
['West Avenue Road'],,road,['primary'],180.0,80.2513358,12.9877944
['West Avenue'],,road,['residential'],173.0,80.2534962,13.0218998
['West Canal Bank Road'],,road,['residential'],175.0,80.2477271,13.0089793
['West Canal Bank Road'],,road,['residential'],172.0,80.2479261,13.0143014
['West Jones Road'],,road,['tertiary'],142.0,80.2192627,13.0248627
['West Jones Road'],,road,['tertiary'],,80.215732,13.024502
['West Mada Street'],,road,['residential'],182.0,80.2609756,12.9861325
['West Mada Street'],,road,['residential'],171.0,80.2276171,13.0126018
['West Road'],,road,['residential'],171.0,80.2278808,13.0278774
['Yadaval Street'],,road,['residential'],172.0,80.2427501,13.0181955
['Yamuna Street' 'Raja Raja Cholan Street'],,road,['residential'],181.0,80.2658276,12.9903639
['Yamuna Street'],,road,['residential'],178.0,80.2161354,12.9778785
['Yamunai Street'],,road,['residential'],169.0,80.207351,12.9685635
['Yogeshwaran Cross Street'],,road,['residential'],169.0,80.1918966,12.969891
['Yogi Gardens'],,road,['residential'],172.0,80.2438676,13.0042762
['anna nagar 2nd street'],,road,['residential'],169.0,80.2071222,12.9781252
['anna nagar 2nd street'],,road,['residential'],177.0,80.2072713,12.9788956
['annai therasa nagar'],,road,['residential'],169.0,80.2050585,12.9709915
['baby nagar to perungudi railway station road'],,road,['residential'],179.0,80.229311,12.9805685
['dhandeeswaram Nagar 5th Avenue East'],,road,['residential'],179.0,80.2256267,12.9801139
['jayavinayagar street'],,road,['residential'],176.0,80.2635993,13.0089976
['kalaivanar street'],,road,['residential'],169.0,80.2114573,12.9651697
['kalki nagar main road'],,road,['residential'],178.0,80.2103555,12.9763208
['mahalakshmi nagar 3rd main road'],,road,['residential'],177.0,80.2086128,12.9807036
['main Street'],,road,['residential'],169.0,80.2073155,12.9665491
['main road'],,road,['residential'],169.0,80.209234,12.969712
['n 3rd Street'],,road,['residential'],169.0,80.2117124,12.9683291
['ramalinganagar street'],,road,['residential'],169.0,80.2115442,12.9657114
['ramnagarst 1st main road'],,road,['residential'],169.0,80.2117073,12.9667286
['river school compund street'],,road,['living_street'],176.0,80.26447,13.0085883
['road in Maduvankarai'],,road,['residential'],174.0,80.2109822,13.0025681
['service road'],,road,['living_street'],142.0,80.2216864,13.020539
['srinivasapuram road'],,road,['residential'],169.0,80.2116744,12.967805
['கண்ணன் நகர் 3வது மெயின் ரோடு'],,road,['tertiary'],,80.1897161,12.9703888
['கண்ணன் நகர் 3வது மெயின் ரோடு'],,road,['tertiary'],169.0,80.1904108,12.9701657
['சிட்கா தொழிற்பேட்டை பகுதி'],,road,['tertiary'],170.0,80.2076125,13.0182217
['தேரடி தெரு' 'சன்னதி தெரு'],,road,['residential' 'living_street'],179.0,80.2237734,12.9857148
['பாலாஜி நகர் 10வது தெரு விரிவு'],,road,['residential'],169.0,80.1893405,12.9718158
['பாலாஜி நகர் 10வது தெரு'],,road,['residential'],169.0,80.1900361,12.9729063
['பாலாஜி நகர் 3வது தெரு'],,road,['residential'],,80.1894324,12.9734015
['பாலாஜி நகர் 4வது தெரு'],,road,['residential'],169.0,80.1899112,12.9734086
['பாலாஜி நகர் 4வது தெரு'],,road,['residential'],,80.1894324,12.9734015
['பாலாஜி நகர் 5வது தெரு'],,road,['residential'],169.0,80.1899303,12.9730579
['பாலாஜி நகர் 5வது தெரு'],,road,['residential'],,80.1898878,12.9739081
['பாலாஜி நகர் 6வது தெரு'],,road,['residential'],169.0,80.1904079,12.9739509
['பாலாஜி நகர் 7வது தெரு'],,road,['residential'],169.0,80.1903696,12.9729522
['பாலாஜி நகர் 8வது தெரு'],,road,['residential'],169.0,80.1903622,12.9727201
['பாலாஜி நகர் 9வது தெரு'],,road,['residential'],169.0,80.1908834,12.9729277
['பிஷப் காலனி'],,road,['residential'],171.0,80.2271538,13.0148538
['வக்கீல் ஜெகன்நாதன் தெரு'],,road,['residential'],,80.206411,13.0056268
['விக்னேஷ்வரா நகர் 1வது தெரு'],,road,['residential'],169.0,80.1902388,12.9711435
['விக்னேஷ்வரா நகர் 1வது தெரு'],,road,['residential'],,80.189159,12.9714332
['விக்னேஸ்வரா நகர் 2வது தெரு'],,road,['residential'],169.0,80.1899279,12.9708047
